id_article,author,year,author_
conf/miccai/Perez-GonzalezM20,nidiyare hevia montiel,2020,nidiyare hevia montiel
conf/amlta/StephensLRS19,oliver lopez corona,2019,oliver lopez corona
journals/corr/abs-1812-06760,omar k. pineda,2018,omar karim pineda lopez
journals/corr/abs-1902-11214,omar k. pineda,2019,omar karim pineda lopez
journals/complexity/PinedaKG19,omar k. pineda,2019,omar karim pineda lopez
journals/complexity/KimPG19,omar k. pineda,2019,omar karim pineda lopez
journals/corr/abs-1808-06679,pablo frank bolton,2018,pablo frank bolton
conf/iticse/CaceffoFSA19,pablo frank bolton,2019,pablo frank bolton
conf/sigcse/Frank-BoltonS20,pablo frank bolton,2020,pablo frank bolton
conf/sigcse/ThomasSFS19,pablo frank bolton,2019,pablo frank bolton
conf/sigcse/Frank-BoltonS18,pablo frank bolton,2018,pablo frank bolton
journals/siamnum/BurgerMR19,paul e. mendez,2019,paul erick mendez monroy
conf/iceee/Acevedo-ContlaV17,pedro acevedo contla,2017,pedro acevedo contla
conf/iceee/PedroM18,pedro acevedo contla,2018,pedro acevedo contla
conf/iceee/DiazVFDA16,pedro acevedo,2016,pedro acevedo contla
journals/cys/SamanoG18,ramon garduno juarez,2018,ramon garduno juarez
journals/cys/DominguezGS19,ramon garduno juarez,2019,ramon garduno juarez
journals/cee/Burbano-AbrilER18,raul aquino santos,2018,raul aquino santos
journals/sensors/Cardenas-Benitez16,raul aquino santos,2016,raul aquino santos
journals/sensors/MorenoAIPCARAEL19,raul aquino,2019,raul aquino santos
journals/sensors/IbarrecheAERPMC20,raul aquino,2020,raul aquino santos
journals/gc/GaleanaS15,ricardo strausz,2015,ricardo strausz santiago
journals/gc/Araujo-PardoMRS18,ricardo strausz,2018,ricardo strausz santiago
journals/dm/Galeana-Sanchez16,ricardo strausz,2016,ricardo strausz santiago
conf/ehealth/FossionSGG17,ruben fossion,2017,ruben fossion
journals/cars/PerezMHM20,saul alexis heredia perez,2020,saul alexis heredia perez
journals/cars/HuaulmeDPHMJ19,saul alexis heredia perez,2019,saul alexis heredia perez
conf/mhs/PerezHM18,saul alexis heredia perez,2018,saul alexis heredia perez
conf/mhs/HerediaMIHMPM16,saul alexis heredia perez,2016,saul alexis heredia perez
journals/rcs/GonzalezJ17,sergio marcellin jacques,2017,sergio marcellin jacques
conf/avr/ViteVVLC18,sergio teodoro vite,2018,sergio teodoro vite
journals/candc/Perez-RuedaTHBM15,silvia tenorio salgado,2015,silvia tenorio salgado
journals/entropy/Rodriguez-RomoI15,suemi rodriguez romo,2015,suemi rodriguez romo
journals/jscic/IvorraGGR17,susana gomez,2017,susana gomez gomez
conf/iccS/MinuttiIG19,susana gomez,2019,susana gomez gomez
journals/jscic/IvorraGGR17,susana gomez,2017,susana gomez gomez
conf/iccS/MinuttiIG19,susana gomez,2019,susana gomez gomez
conf/iwobi/SerratoBKER15,tetyana baydyk,2015,tetyana baydyk
conf/ijcnn/KussulB15,tetyana baydyk,2015,tetyana baydyk
journals/alife/TaylorBCABBDFHI16,tom froese,2016,tom froese
journals/alife/Siqueiros-Garcia18,tom froese,2018,tom froese
journals/firai/ZarcoF18,tom froese,2018,tom froese
journals/firai/FroeseS15,tom froese,2015,tom froese
journals/firai/MoralesF20,tom froese,2020,tom froese
journals/corr/abs-2011-01727,tom froese,2020,tom froese
journals/corr/abs-2010-15272,tom froese,2020,tom froese
journals/cogsr/FroeseM18,tom froese,2018,tom froese
journals/entropy/KirchhoffF17,tom froese,2017,tom froese
journals/nn/WoodwardFI15,tom froese,2015,tom froese
journals/adb/Gonzalez-Grandon18,tom froese,2018,tom froese
journals/adb/PaoloF17,tom froese,2017,tom froese
journals/adb/FroeseLP18,tom froese,2018,tom froese
conf/ecal/Froese15,tom froese,2015,tom froese
conf/ssci/CamposF17,tom froese,2017,tom froese
conf/ssci/Resendiz-Benhumea20,tom froese,2020,tom froese
conf/ssci/MoralesF20,tom froese,2020,tom froese
journals/cee/Torres-GarciaGO20,vicente torres garcia,2020,vicente torres garcia
conf/ccece/JimenezGTT19,vicente torres garcia,2019,vicente torres garcia
conf/nca/SanguesaTNFGGM15,vicente torres,2015,vicente torres garcia
journals/di/FidalgoAFG19,victor gonzalez castro,2019,victor gonzalez castro
journals/ijpr/Garcia-OrdasAGA18,victor gonzalez castro,2018,victor gonzalez castro
journals/jei/Gonzalez-Castro15,victor gonzalez castro,2015,victor gonzalez castro
journals/prl/FidalgoAGF18,victor gonzalez castro,2018,victor gonzalez castro
journals/cmig/Ortiz-RamonHGMA19,victor gonzalez castro,2019,victor gonzalez castro
journals/ijon/FidalgoAGF16,victor gonzalez castro,2016,victor gonzalez castro
journals/ijon/BiswasGFA20,victor gonzalez castro,2020,victor gonzalez castro
journals/corr/abs-1804-01961,victor gonzalez castro,2018,victor gonzalez castro
journals/ijcisys/BarrientosAGP20,victor gonzalez castro,2020,victor gonzalez castro
conf/icip/Gonzalez-Castro15,victor gonzalez castro,2015,victor gonzalez castro
conf/miua/Gonzalez-Castro16,victor gonzalez castro,2016,victor gonzalez castro
conf/miua/BalleriniLHGMPB16,victor gonzalez castro,2016,victor gonzalez castro
conf/miua/PapanastasiouGG17,victor gonzalez castro,2017,victor gonzalez castro
conf/miua/ViksneHHHGW15,victor gonzalez castro,2015,victor gonzalez castro
conf/miua/MazoATG17,victor gonzalez castro,2017,victor gonzalez castro
conf/icdp/GangwarFAG17,victor gonzalez castro,2017,victor gonzalez castro
conf/softcomp/FidalgoAGF17,victor gonzalez castro,2017,victor gonzalez castro
conf/cisis-spain/Sanchez-Paniagua20,victor gonzalez castro,2020,victor gonzalez castro
conf/iciar/Gonzalez-Castro16,victor gonzalez castro,2016,victor gonzalez castro
conf/hais/Velasco-MataFGA19,victor gonzalez castro,2019,victor gonzalez castro
conf/hais/Merayo-AlbaFGAV19,victor gonzalez castro,2019,victor gonzalez castro
journals/ficn/NemzerCWMPCL20,victor castro,2020,victor gonzalez castro
journals/orl/MildebrathGHS20,victor gonzalez,2020,victor gonzalez castro
journals/sensors/SolanoDDG16,victor gonzalez,2016,victor gonzalez castro
journals/adcm/ChenGGKO20,victor gonzalez,2020,victor gonzalez castro
conf/icip/GonzalezO19,victor gonzalez,2019,victor gonzalez castro
conf/vtc/DiezGA19,victor gonzalez,2019,victor gonzalez castro
conf/asunam/AdenijiCGCS17,victor g. castro,2017,victor gonzalez castro
conf/micai/VargasSMR15,victor manuel corza vargas,2015,victor manuel corza vargas
journals/cee/Burbano-AbrilER18,victor rangel licea,2018,victor rangel licea
journals/cn/AranaGGR18,victor rangel,2018,victor rangel licea
journals/sensors/IbarrecheAERPMC20,victor rangel,2020,victor rangel licea
journals/telsys/GarciaGGLR16,victor rangel,2016,victor rangel licea
journals/mis/GarciaGLRP17,victor rangel,2017,victor rangel licea
journals/entropy/StephensSG17,victor sanchez cordero,2017,victor sanchez cordero
conf/icgse/CorderoGP15,victor cordero,2015,victor sanchez cordero
journals/tmi/SanchezH18,victor sanchez,2018,victor sanchez cordero
journals/tmi/Hernandez-Cabronero19,victor sanchez,2019,victor sanchez cordero
journals/cea/SanchezGFQOL15,victor sanchez,2015,victor sanchez cordero
journals/iet-bmt/JiaSL18,victor sanchez,2018,victor sanchez cordero
journals/pr/RazaSPCR15,victor sanchez,2015,victor sanchez cordero
journals/access/Perez-DanielGS20,victor sanchez,2020,victor sanchez cordero
journals/cmig/LiSPQR15,victor sanchez,2015,victor sanchez cordero
journals/tgrs/Auli-LlinasMSBH18,victor sanchez,2018,victor sanchez cordero
journals/tgrs/Bartrina-Rapesta17,victor sanchez,2017,victor sanchez cordero
journals/cee/Bartrina-Rapesta16,victor sanchez,2016,victor sanchez cordero
journals/cee/XuBBSSGM16,victor sanchez,2016,victor sanchez cordero
journals/information/LiuHSMB17,victor sanchez,2017,victor sanchez cordero
journals/jcss/ThomasonGS16,victor sanchez,2016,victor sanchez cordero
journals/tois/ThomasonGS16,victor sanchez,2016,victor sanchez cordero
journals/corr/abs-2005-07928,victor sanchez,2020,victor sanchez cordero
journals/corr/abs-1803-09875,victor sanchez,2018,victor sanchez cordero
journals/corr/abs-2007-00792,victor sanchez,2020,victor sanchez cordero
journals/corr/PrangnellHS16,victor sanchez,2016,victor sanchez cordero
journals/corr/ThomasonGS16a,victor sanchez,2016,victor sanchez cordero
journals/corr/abs-1710-09919,victor sanchez,2017,victor sanchez cordero
journals/corr/abs-2006-03898,victor sanchez,2020,victor sanchez cordero
journals/corr/abs-1807-10421,victor sanchez,2018,victor sanchez cordero
journals/corr/abs-2005-07930,victor sanchez,2020,victor sanchez cordero
journals/corr/abs-2005-00282,victor sanchez,2020,victor sanchez cordero
journals/corr/abs-1905-03681,victor sanchez,2019,victor sanchez cordero
journals/corr/abs-2012-01468,victor sanchez,2020,victor sanchez cordero
journals/corr/ThomasonGS16,victor sanchez,2016,victor sanchez cordero
journals/corr/abs-1909-11944,victor sanchez,2019,victor sanchez cordero
journals/corr/PrangnellS16b,victor sanchez,2016,victor sanchez cordero
journals/corr/abs-1802-05884,victor sanchez,2018,victor sanchez cordero
journals/corr/PrangnellS16,victor sanchez,2016,victor sanchez cordero
journals/apin/Portillo-Portillo18,victor sanchez,2018,victor sanchez cordero
journals/esticas/SanchezAS16,victor sanchez,2016,victor sanchez cordero
journals/tbe/SongSER17,victor sanchez,2017,victor sanchez cordero
journals/sensors/Portillo-Portillo17,victor sanchez,2017,victor sanchez cordero
journals/sensors/Hernandez-Suarez19,victor sanchez,2019,victor sanchez cordero
journals/sensors/Gil-LebreroQOSG17,victor sanchez,2017,victor sanchez cordero
journals/sensors/Hernandez-Suarez18,victor sanchez,2018,victor sanchez cordero
journals/bjet/HerreroTRGSP19,victor sanchez,2019,victor sanchez cordero
journals/titb/SongSER19,victor sanchez,2019,victor sanchez cordero
journals/tip/LeyvaSL19,victor sanchez,2019,victor sanchez cordero
journals/tip/Auli-LlinasEMS16,victor sanchez,2016,victor sanchez cordero
journals/tip/SanchezAS16,victor sanchez,2016,victor sanchez cordero
journals/tip/KhadidosSL17,victor sanchez,2017,victor sanchez cordero
journals/tip/LeyvaSL17,victor sanchez,2017,victor sanchez cordero
conf/icip/LeyvaSL18,victor sanchez,2018,victor sanchez cordero
conf/icip/PrangnellHS17,victor sanchez,2017,victor sanchez cordero
conf/icip/WangWSL18,victor sanchez,2018,victor sanchez cordero
conf/icip/LeyvaSL16,victor sanchez,2016,victor sanchez cordero
conf/icip/LiaoKGS20,victor sanchez,2020,victor sanchez cordero
conf/icip/Perez-DanielS17,victor sanchez,2017,victor sanchez cordero
conf/icip/Sanchez15,victor sanchez,2015,victor sanchez cordero
conf/icip/Hernandez-Cabronero16,victor sanchez,2016,victor sanchez cordero
conf/icip/AlgamdiSL20,victor sanchez,2020,victor sanchez cordero
conf/icb/JiaSL17,victor sanchez,2017,victor sanchez cordero
conf/ivs/StylesRS19,victor sanchez,2019,victor sanchez cordero
conf/miua/SongSER17,victor sanchez,2017,victor sanchez cordero
conf/wifs/JiaSLM15,victor sanchez,2015,victor sanchez cordero
conf/midp/SongSER15,victor sanchez,2015,victor sanchez cordero
conf/isbi/SongSER17,victor sanchez,2017,victor sanchez cordero
conf/dsd/PomantePRVSF0BG20,victor sanchez,2020,victor sanchez cordero
conf/IEEEcit/ThomasonGS15,victor sanchez,2015,victor sanchez cordero
conf/icassp/LeyvaSL18,victor sanchez,2018,victor sanchez cordero
conf/icassp/SanchezAVB15,victor sanchez,2015,victor sanchez cordero
conf/icassp/Sanchez18,victor sanchez,2018,victor sanchez cordero
conf/icassp/SanchezHAS16,victor sanchez,2016,victor sanchez cordero
conf/icassp/PrangnellS18,victor sanchez,2018,victor sanchez cordero
conf/icassp/SinghSG20,victor sanchez,2020,victor sanchez cordero
conf/icassp/AlgamdiSL19,victor sanchez,2019,victor sanchez cordero
conf/icassp/KhadidosSL17,victor sanchez,2017,victor sanchez cordero
conf/iwbf/Hernandez-Suarez17,victor sanchez,2017,victor sanchez cordero
conf/iwbf/Perez-DanielGS19,victor sanchez,2019,victor sanchez cordero
conf/iwbf/AlmowalladS20,victor sanchez,2020,victor sanchez cordero
conf/iwbf/LeyvaSRSL19,victor sanchez,2019,victor sanchez cordero
conf/iwbf/JiaLSL17,victor sanchez,2017,victor sanchez cordero
conf/iwbf/LeyvaSL17,victor sanchez,2017,victor sanchez cordero
conf/icpr/OuyangS20,victor sanchez,2020,victor sanchez cordero
conf/somet/Hernandez-Suarez18,victor sanchez,2018,victor sanchez cordero
conf/dcc/PrangnellHS17,victor sanchez,2017,victor sanchez cordero
conf/dcc/RoyGS19,victor sanchez,2019,victor sanchez cordero
conf/dcc/Sanchez20,victor sanchez,2020,victor sanchez cordero
conf/dcc/Auli-LlinasEMBS15,victor sanchez,2015,victor sanchez cordero
conf/dcc/Auli-LlinasMSSB16,victor sanchez,2016,victor sanchez cordero
conf/dcc/RoyS18,victor sanchez,2018,victor sanchez cordero
conf/dcc/PrangnellS16,victor sanchez,2016,victor sanchez cordero
conf/dcc/Hernandez-Cabronero16,victor sanchez,2016,victor sanchez cordero
conf/globalsip/Sanchez15,victor sanchez,2015,victor sanchez cordero
conf/eurosp/Duarte-GarciaMH19,victor sanchez,2019,victor sanchez cordero
conf/gis/ThomasonGS16,victor sanchez,2016,victor sanchez cordero
conf/pcs/PrangnellSV15,victor sanchez,2015,victor sanchez cordero
conf/pcs/Sanchez15,victor sanchez,2015,victor sanchez cordero
conf/icit2/Hernandez-Suarez16,victor sanchez,2016,victor sanchez cordero
conf/cvpr/StylesGSK20,victor sanchez,2020,victor sanchez cordero
conf/tsp/LeyvaSL17,victor sanchez,2017,victor sanchez cordero
conf/dmiaf/Hernandez-Cabronero16,victor sanchez,2016,victor sanchez cordero
conf/biosig/JiaSLM15,victor sanchez,2015,victor sanchez cordero
conf/wacv/StylesGS20,victor sanchez,2020,victor sanchez cordero
conf/ieaaie/PortilloLSSPOTN16,victor sanchez,2016,victor sanchez cordero
conf/dicta/LeyvaSC16,victor sanchez,2016,victor sanchez cordero
journals/rcs/Alvarado-Cervantes15,vladislav khartchenko,2015,vladislav khartchenko
journals/rcs/Alvarado-Cervantes15a,vladislav khartchenko,2015,vladislav khartchenko
conf/micai/Alvarado-Cervantes16,vladislav khartchenko,2016,vladislav khartchenko
conf/micai/Alvarado-Cervantes17,vladislav khartchenko,2017,vladislav khartchenko
journals/adb/Gonzalez-Grandon18,ximena gonzalez grandon,2018,ximena gonzalez grandon
journals/biodb/Balderas-Martinez17,yalbi itzel balderas martinez,2017,yalbi itzel balderas martinez
conf/ice-itmc/SasaokaTM19,yukihiro minami,2019,yukihiro minami koyam
conf/embc/CanoCRFBJLD20,zian fanti,2020,zian fanti
